Minutes Spent,age,device,gender,education,projectID,startedAt,yearOfBirth,educationScore,computerCountry,householdIncome,femaleAs1MaleAs0,householdIncomeScore,householdIncomeEstimate,Run,Program Version,Time Started (UTC),Position,Are you a U.S. citizen and have you already decided to vote for either Joe Biden or Donald Trump for president? (thggqwv),in_GCF_description,in_GCF_risks,Do you consent to participate and agree to these terms? (oo4eyne),agreementScale,America is the best country on earth. (mjzf8w3),I lean conservative on *social* issues (sgmm4bs),Wealthy people are usually wealthy because they worked hard and contributed to society. (h98xuob),There is too much wealth *inequality* in America. (xi8mo6h),Vaccines usually cause more harm than good. (q281jh3),Our country needs free thinkers who have the courage to defy traditional ways. (oin2m4l),"We would be better off if we kicked all the non-citizen immigrants out of our our country, including kicking out those that came here legally. (uox3hud)",There is too much political correctness in this country. (60if1be),My opinion of Donald Trump has gotten worse over the past 4 years. (d1ac29q),"It-s very important that we protect U.S. jobs, and not allow them to disappear to foreign countries. (ailba3w)",We should have a lot of restrictions on the purchase of guns. (jph5o03),There are sometimes good reasons to spank or slap a child. (cp2dqnc),I think that the government should forgive all student debt. (b1r6ndx),Masculinity is mainly a bad thing. (k41q290),Humanity has a significant chance of going extinct in the next 100 years. (iqhz0mc),The fact that animals are commonly kept in tiny cages for most of their lives on factory farms is immoral. (ym9u90o),Corporations should not be trusted. (v40g3rw)
4.53,30,desktop,female,completedBachelorsDegree,500ce6da,10/5/20 0:35,1990,5,United States,"$40,000 to $59,999",1.0,3,50000,5719551,132,10/5/20 4:38,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,-1,-2,0,-2.0,2.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0
66.83,44,desktop,male,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/5/20 0:50,1976,2,United States,"$150,000 to $199,999",0.0,7,175000,5719566,132,10/5/20 4:51,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-1,,-2,3,-3,1.0,-3.0,1.0,1.0,2.0,1.0,-3.0,0.0,-1.0,-2.0,3.0,1.0
34.38,53,desktop,female,completedAssociateDegreeOnly,500ce6da,10/5/20 0:55,1967,4,United States,"$25,000 to $39,999",1.0,2,32500,5719572,132,10/5/20 4:56,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,1,2,-3,-1.0,-1.0,-1.0,2.0,2.0,1.0,2.0,-3.0,-2.0,-3.0,1.0,2.0
14.33,38,desktop,male,completedBachelorsDegree,500ce6da,10/5/20 1:03,1982,5,United States,"$150,000 to $199,999",0.0,7,175000,5719584,132,10/5/20 5:03,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,-1,3,1,2.0,-2.0,0.0,3.0,0.0,2.0,-3.0,1.0,-1.0,0.0,-3.0,1.0
27.6,38,desktop,male,completedBachelorsDegree,500ce6da,10/5/20 1:31,1982,5,United States,"$85,000 to $114,999",0.0,5,100000,5719633,132,10/5/20 5:32,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,0,3,-2,0.0,-2.0,2.0,1.0,2.0,3.0,3.0,0.0,-3.0,-2.0,2.0,1.0
27.97,49,desktop,male,completedAssociateDegreeOnly,500ce6da,10/5/20 1:38,1971,4,United States,"$25,000 to $39,999",0.0,2,32500,5719649,132,10/5/20 5:39,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,-3,3,3,3.0,3.0,3.0,-3.0,3.0,3.0,-3.0,3.0,-3.0,-3.0,3.0,3.0
26.92,42,desktop,male,completedBachelorsDegree,500ce6da,10/5/20 1:39,1978,5,United States,"$60,000 to $84,999",0.0,4,72500,5719651,132,10/5/20 5:39,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,-3,3,-3,3.0,-3.0,-3.0,3.0,1.0,3.0,-2.0,3.0,1.0,0.0,0.0,3.0
21.1,29,desktop,male,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/5/20 2:02,1991,2,United States,"$40,000 to $59,999",0.0,3,50000,5719673,132,10/5/20 6:03,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,0,1,0,1.0,0.0,1.0,-1.0,1.0,0.0,2.0,-1.0,-2.0,2.0,2.0,0.0
29.63,37,desktop,female,completedBachelorsDegree,500ce6da,10/5/20 2:02,1983,5,United States,"$25,000 to $39,999",1.0,2,32500,5719672,132,10/5/20 6:02,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,0,1,-2,0.0,-1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,-1.0,2.0,0.0
19.8,39,desktop,male,completedBachelorsDegree,500ce6da,10/5/20 2:02,1981,5,United States,"Less than $9,999",0.0,0,4500,5719676,132,10/5/20 13:05,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,2,2,2,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
16.3,34,desktop,male,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/5/20 2:06,1986,2,United States,"$85,000 to $114,999",0.0,5,100000,5719678,132,10/5/20 6:06,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,0,1,-3,3.0,-3.0,3.0,2.0,3.0,-3.0,3.0,-3.0,-3.0,-3.0,3.0,3.0
43.85,1949,desktop,female,completedBachelorsDegree,500ce6da,10/5/20 2:07,71,5,United States,"$25,000 to $39,999",1.0,2,32500,5719691,132,10/5/20 6:12,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,2,0,3,2.0,2.0,3.0,-1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0
29.77,30,desktop,male,completedBachelorsDegree,500ce6da,10/5/20 2:08,1990,5,United States,"$85,000 to $114,999",0.0,5,100000,5719693,132,10/5/20 6:14,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,0,1,0,0.0,1.0,-1.0,-2.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0
73.03,57,desktop,female,completedMastersDegree,500ce6da,10/5/20 2:08,1963,6,United States,"$25,000 to $39,999",1.0,2,32500,5719689,132,10/5/20 6:11,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-1,,-1,2,-2,2.0,-1.0,1.0,2.0,2.0,3.0,-1.0,0.0,-1.0,-2.0,2.0,1.0
23.58,29,desktop,male,completedBachelorsDegree,500ce6da,10/5/20 2:18,1991,5,United States,"$40,000 to $59,999",0.0,3,50000,5719702,132,10/5/20 6:19,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-1,,0,3,-3,3.0,-2.0,3.0,3.0,2.0,3.0,-3.0,3.0,0.0,3.0,3.0,0.0
40.6,26,desktop,male,completedMastersDegree,500ce6da,10/5/20 2:18,1994,6,United States,"$10,000 to $24,999",0.0,1,17500,5719703,132,10/5/20 6:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,2,-1,1,1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,2.0,2.0,2.0,2.0
7.9,35,desktop,male,completedBachelorsDegree,500ce6da,10/5/20 2:21,1985,5,United States,"$25,000 to $39,999",0.0,2,32500,5719705,132,10/5/20 6:25,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,2,1,2,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0
52.68,32,desktop,female,completedAssociateDegreeOnly,500ce6da,10/5/20 2:35,1988,4,United States,"$60,000 to $84,999",1.0,4,72500,5719718,132,10/5/20 6:36,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,0,3,0,2.0,-3.0,-2.0,2.0,1.0,3.0,-1.0,2.0,-2.0,-2.0,3.0,-1.0
25.47,31,desktop,male,completedBachelorsDegree,500ce6da,10/5/20 2:49,1989,5,United States,"$85,000 to $114,999",0.0,5,100000,5719736,132,10/5/20 6:49,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-3,3,-3,3.0,-3.0,-2.0,3.0,0.0,3.0,-3.0,3.0,2.0,-3.0,3.0,3.0
29.25,28,desktop,female,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/5/20 2:50,1992,2,United States,"$60,000 to $84,999",1.0,4,72500,5719740,132,10/5/20 6:51,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,-1,-2,-3,0.0,-3.0,3.0,-3.0,2.0,1.0,2.0,-3.0,-2.0,-2.0,3.0,1.0
16.7,32,desktop,male,completedBachelorsDegree,500ce6da,10/5/20 2:58,1988,5,United States,"$60,000 to $84,999",0.0,4,72500,5719756,132,10/5/20 7:00,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,1,1,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
24.17,22,phablet,female,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/5/20 3:45,1998,2,United States,"$25,000 to $39,999",1.0,2,32500,5719834,132,10/5/20 7:46,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,-2,3,-3,3.0,-3.0,-2.0,3.0,1.0,1.0,-1.0,2.0,-1.0,1.0,3.0,3.0
20.97,41,desktop,female,completedBachelorsDegree,500ce6da,10/5/20 3:54,1979,5,United States,"$40,000 to $59,999",1.0,3,50000,5719854,132,10/5/20 7:55,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,-1,3,-3,2.0,-3.0,-3.0,3.0,2.0,3.0,2.0,3.0,-3.0,3.0,2.0,2.0
27.27,30,desktop,female,completedTradeTechicalVocationalTraing,500ce6da,10/5/20 4:10,1990,3,United States,"$40,000 to $59,999",1.0,3,50000,5720007,132,10/5/20 9:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-1,,-1,3,0,3.0,-2.0,-1.0,3.0,0.0,-3.0,-2.0,1.0,-2.0,1.0,2.0,2.0
66.52,54,desktop,male,completedMastersDegree,500ce6da,10/5/20 4:24,1966,6,United States,"$40,000 to $59,999",0.0,3,50000,5719963,132,10/5/20 8:53,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,0,2,-2,0.0,-3.0,-1.0,2.0,-1.0,3.0,-3.0,2.0,-2.0,-2.0,3.0,0.0
36.38,28,desktop,male,completedBachelorsDegree,500ce6da,10/5/20 4:48,1992,5,United States,"$60,000 to $84,999",0.0,4,72500,5719966,132,10/5/20 8:54,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,0,1,1,1.0,1.0,2.0,-3.0,2.0,2.0,-2.0,2.0,0.0,2.0,2.0,0.0
59.9,25,desktop,male,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/5/20 6:49,1995,2,United States,"$60,000 to $84,999",0.0,4,72500,5720150,132,10/5/20 10:49,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,-2,3,-3,-1.0,2.0,1.0,3.0,-1.0,-2.0,2.0,0.0,0.0,2.0,3.0,3.0
7.97,33,desktop,male,completedBachelorsDegree,500ce6da,10/5/20 12:42,1987,5,United States,"$60,000 to $84,999",0.0,4,72500,5720848,138,10/5/20 16:43,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,0,1,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0
7.92,29,desktop,female,completedTradeTechicalVocationalTraing,500ce6da,10/5/20 12:42,1991,3,United States,"$60,000 to $84,999",1.0,4,72500,5720872,138,10/5/20 16:46,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,-1,-1,0,-1.0,1.0,-1.0,3.0,1.0,0.0,-2.0,1.0,0.0,-2.0,-1.0,-2.0
12.18,26,desktop,female,completedBachelorsDegree,500ce6da,10/5/20 12:42,1994,5,United States,"$25,000 to $39,999",1.0,2,32500,5720847,138,10/5/20 16:43,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,1,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0
17.78,24,desktop,female,completedBachelorsDegree,500ce6da,10/5/20 12:42,1996,5,United States,"$85,000 to $114,999",1.0,5,100000,5720832,138,10/5/20 16:43,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,1,3,-3,3.0,-2.0,3.0,3.0,3.0,3.0,-2.0,3.0,-3.0,-2.0,3.0,1.0
17.82,29,desktop,male,completedBachelorsDegree,500ce6da,10/5/20 12:42,1991,5,United States,"$85,000 to $114,999",0.0,5,100000,5720833,138,10/5/20 16:43,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,-2,3,-3,2.0,-3.0,-3.0,2.0,2.0,-3.0,1.0,0.0,-3.0,2.0,3.0,3.0
19.08,45,desktop,female,completedBachelorsDegree,500ce6da,10/5/20 12:42,1975,5,United States,"$60,000 to $84,999",1.0,4,72500,5720828,138,10/5/20 16:42,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-3,3,-3,2.0,-3.0,-1.0,3.0,-2.0,3.0,-3.0,1.0,2.0,0.0,2.0,1.0
